ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT,AGE_CAR,PREDICTED_BUY
95829F20IU,54,0,1751467,2018-09-22,415.0864921193174,1
78491J25YN,50,0,1481056,2018-03-09,415.0864921193174,1
08349R64SN,51,0,1023285,2018-10-26,415.0864921193174,1
77707I89CB,42,0,1008314,2018-05-30,415.0864921193174,1
01439E69TI,37,0,946545,2017-03-08,415.0864921193174,1
37023S20ZM,46,0,1362399,2018-09-18,415.0864921193174,1
08736E08DD,30,1,1365515,2018-02-01,415.0864921193174,1
83877U15TB,42,0,1157465,2018-04-20,415.0864921193174,1
65904G65YK,34,1,768129,2018-09-04,415.0864921193174,1
61214G80ZN,55,0,879113,2019-03-04,415.0864921193174,1
85691K09NH,40,0,897965,2019-01-19,415.0864921193174,1
84131A41RV,47,1,1185438,2019-03-13,415.0864921193174,1
34686I34DX,50,0,893051,2018-12-06,415.0864921193174,1
49913C08MC,25,1,1477919,2018-07-03,415.0864921193174,1
45447H02JK,28,0,645555,2016-10-07,415.0864921193174,1
96590B86BM,60,1,616767,2017-02-17,415.0864921193174,1
11291R80DZ,41,0,1378658,2019-03-06,415.0864921193174,1
37189N42UN,29,1,1493909,2019-02-24,415.0864921193174,1
70335V50SH,55,0,1080001,2019-05-19,415.0864921193174,1
05274S84AQ,46,0,1039901,2018-07-03,415.0864921193174,1
06133O40VE,60,1,1779440,2018-08-29,415.0864921193174,1
57289T50EW,61,0,1878164,2018-02-25,415.0864921193174,1
73937S12OW,52,0,847439,2018-09-03,415.0864921193174,1
89927G30NR,56,0,1234943,2017-10-07,415.0864921193174,1
31470X06BS,54,1,670864,2017-09-21,415.0864921193174,1
57578P16IZ,35,1,638483,2019-05-05,415.0864921193174,1
98708I08VX,47,1,1727612,2018-05-21,415.0864921193174,1
36958P04EX,54,0,907788,2018-09-24,415.0864921193174,1
53758C39CR,48,0,1082487,2017-02-15,415.0864921193174,1
99157G28PR,62,0,1170677,2019-04-18,415.0864921193174,1
87076V59OJ,25,1,620180,2018-08-23,415.0864921193174,1
76764B06UP,47,1,1761085,2019-04-07,415.0864921193174,1
27675L93OS,63,1,1661463,2019-06-06,415.0864921193174,1
69692I70LT,35,1,699810,2018-12-13,415.0864921193174,1
46154W39MF,59,1,1614879,2018-11-20,415.0864921193174,1
52381S90GM,52,1,539135,2019-01-25,415.0864921193174,1
10457N39YE,62,0,565738,2018-11-13,415.0864921193174,1
40731K15FZ,46,0,1182844,2018-11-17,415.0864921193174,1
06173N47SN,38,1,1491178,2018-12-10,415.0864921193174,1
18532K46RW,62,1,1389961,2017-11-20,415.0864921193174,1
18976W76SJ,29,0,1118045,2018-11-26,415.0864921193174,1
97566A37BR,47,0,1241037,2019-02-03,415.0864921193174,1
68707E12OX,34,0,1177567,2018-09-18,415.0864921193174,1
30931S34VN,64,0,1497818,2019-04-25,415.0864921193174,1
69546Q66TX,34,1,1442841,2017-02-09,415.0864921193174,1
59999L00PL,26,0,1149955,2017-11-20,415.0864921193174,1
05678X36FB,50,1,1729710,2018-04-17,415.0864921193174,1
53776P44MZ,50,0,842591,2016-11-03,415.0864921193174,1
42983W11JW,32,1,728377,2018-10-01,415.0864921193174,1
20545D80RB,61,1,772565,2017-08-04,415.0864921193174,1
11046E28HA,54,0,1550310,2019-03-12,415.0864921193174,1
93609N63NP,60,0,1993500,2019-06-19,415.0864921193174,1
80643O81AC,31,0,989465,2019-01-01,415.0864921193174,1
00393E86UP,41,0,1532052,2019-04-03,415.0864921193174,1
46408E72XM,45,1,1847655,2018-01-23,415.0864921193174,1
27402X64HA,53,1,1850319,2018-09-22,415.0864921193174,1
05626Y20CY,55,0,396146,2018-07-15,415.0864921193174,1
93004L90PZ,63,0,965953,2016-11-11,415.0864921193174,1
98443X71XZ,52,1,1295563,2018-03-15,415.0864921193174,1
25775Y84LZ,29,1,1061035,2017-04-16,415.0864921193174,1
35718W19QL,41,0,1377534,2018-08-25,415.0864921193174,1
29231R10EV,33,1,665540,2018-09-24,415.0864921193174,1
48748J87TG,37,0,869555,2018-10-20,415.0864921193174,1
11807D05SY,64,0,478022,2017-06-21,415.0864921193174,1
21905X90RO,53,0,942670,2018-05-17,415.0864921193174,1
10580L29VV,53,0,1589847,2018-03-07,415.0864921193174,1
81228D18BO,48,0,1286785,2017-03-15,415.0864921193174,1
34057Z27MM,47,1,1126751,2018-02-20,415.0864921193174,1
12167K01BK,54,1,846810,2018-07-19,415.0864921193174,1
06265P28JU,44,0,1323464,2017-05-08,415.0864921193174,1
82049Z51KX,46,1,1831145,2018-04-10,415.0864921193174,1
83239R16ZW,47,1,825272,2018-08-04,415.0864921193174,1
49558V29YX,53,0,1080442,2017-07-10,415.0864921193174,1
40464Z35MR,43,0,974609,2018-08-20,415.0864921193174,1
53644Q78VY,45,0,964490,2018-06-20,415.0864921193174,1
69142F16CA,36,1,1551754,2018-03-13,415.0864921193174,1
60492C50GZ,65,0,1723412,2018-02-26,415.0864921193174,1
71614Z31OM,41,0,926999,2018-05-22,415.0864921193174,1
03416B32RP,64,1,1779203,2018-10-12,415.0864921193174,1
11077F22QA,50,1,1718761,2017-10-30,415.0864921193174,1
08303G30SE,29,1,1488480,2018-05-07,415.0864921193174,1
44241A27AO,51,0,892474,2018-11-17,415.0864921193174,1
71374A23QL,34,1,667843,2018-11-13,415.0864921193174,1
45803L99EN,36,0,1331330,2019-06-26,415.0864921193174,1
27196C53UI,51,1,1930536,2019-03-27,415.0864921193174,1
48370R51HV,63,1,590030,2019-05-14,415.0864921193174,1
70649O76MN,63,1,1835340,2017-07-13,415.0864921193174,1
82256A49ZW,43,0,1222677,2019-03-03,415.0864921193174,1
38455W93II,43,1,1230491,2018-03-06,415.0864921193174,1
56315E12TT,65,1,1456124,2018-10-21,415.0864921193174,1
05941J55YU,59,1,1881539,2019-02-19,415.0864921193174,1
25776I29OU,28,0,766852,2019-06-01,415.0864921193174,1
34172K69PZ,57,0,1666075,2019-02-05,415.0864921193174,1
72874V43ML,27,0,802199,2019-02-03,415.0864921193174,1
97873N72SX,29,1,1132280,2018-11-04,415.0864921193174,1
26516G80GC,51,0,712229,2018-12-07,415.0864921193174,1
40274P55MR,29,1,806350,2018-10-18,415.0864921193174,1
54543P85JE,33,0,534381,2018-03-09,415.0864921193174,1
19722J93DS,41,0,1385414,2017-11-05,415.0864921193174,1
37540D78FC,42,1,1028198,2018-11-20,415.0864921193174,1
13796B47JK,59,0,1984906,2018-05-18,415.0864921193174,1
29917A71GR,63,0,1888073,2018-09-27,415.0864921193174,1
59447S66XJ,25,1,699550,2018-05-20,415.0864921193174,1
64886B88KU,41,1,874875,2018-07-16,415.0864921193174,1
46269H09RK,41,0,1319138,2018-09-07,415.0864921193174,1
45336V08BD,62,1,678474,2018-02-21,415.0864921193174,1
97983J80LU,34,1,1471429,2018-12-06,415.0864921193174,1
51286U10JL,38,0,954141,2019-04-27,415.0864921193174,1
43022H92ZM,25,1,753347,2016-11-07,415.0864921193174,1
58346H15ZX,61,1,1295814,2018-07-01,415.0864921193174,1
23166I63YJ,54,0,476314,2018-04-20,415.0864921193174,1
52462Y27ZY,35,0,971872,2018-12-20,415.0864921193174,1
70920O55KX,54,1,571604,2018-12-27,415.0864921193174,1
98709G20PI,26,0,1085575,2019-05-14,415.0864921193174,1
55930E81CD,39,1,1653474,2019-06-09,415.0864921193174,1
36210A90KQ,64,0,1766409,2019-02-04,415.0864921193174,1
62781M09BY,26,1,850135,2018-03-31,415.0864921193174,1
77048U79FJ,41,0,1213824,2018-06-07,415.0864921193174,1
81935K44NP,33,1,1005254,2018-07-08,415.0864921193174,1
16888Q61UV,62,0,439156,2018-02-04,415.0864921193174,1
65928O21SR,49,0,1184486,2019-05-25,415.0864921193174,1
20018U08XQ,29,1,1358450,2018-07-16,415.0864921193174,1
56924D67EA,41,0,1397190,2018-04-23,415.0864921193174,1
29564G41BG,50,1,1847675,2018-01-20,415.0864921193174,1
71896F80PA,26,0,557754,2018-08-13,415.0864921193174,1
44742A00BG,59,0,598371,2019-01-15,415.0864921193174,1
11658J08WM,64,1,669219,2018-12-23,415.0864921193174,1
55452O90YS,26,1,1042011,2018-11-13,415.0864921193174,1
74294H58DY,63,0,750529,2019-01-18,415.0864921193174,1
15977K59ZH,42,1,1655520,2018-11-04,415.0864921193174,1
95668C24JX,65,1,574216,2018-05-25,415.0864921193174,1
07424U03NQ,65,0,904445,2019-02-19,415.0864921193174,1
01981T29OJ,46,0,881425,2018-02-16,415.0864921193174,1
29186W84KX,52,1,414489,2018-03-17,415.0864921193174,1
92243B76RF,28,0,934817,2018-12-15,415.0864921193174,1
28205S80HO,43,1,1480846,2016-09-15,415.0864921193174,1
37818Z75NC,42,0,1208115,2019-02-25,415.0864921193174,1
67259S33ZM,37,0,1023200,2018-08-30,415.0864921193174,1
27953J71OC,36,0,1026002,2019-04-10,415.0864921193174,1
58295S87JC,41,0,1527470,2016-10-09,415.0864921193174,1
99531J37ES,37,1,1989666,2018-07-30,415.0864921193174,1
30996D83MP,39,1,925909,2019-06-18,415.0864921193174,1
85320O04OG,38,0,1406592,2018-03-06,415.0864921193174,1
79310U08QK,54,1,623865,2018-05-20,415.0864921193174,1
74124A93UN,46,1,1345409,2018-11-03,415.0864921193174,1
93094V67KV,46,1,1502822,2018-11-17,415.0864921193174,1
38080K58AT,51,1,1213751,2018-07-13,415.0864921193174,1
53708H11IZ,54,1,1803042,2018-09-30,415.0864921193174,1
44884S97YQ,62,0,813357,2018-04-01,415.0864921193174,1
51952O29TX,35,0,1191707,2018-03-10,415.0864921193174,1
27173V28DE,25,0,539264,2019-04-26,415.0864921193174,1
66119P11GE,49,0,986341,2018-09-09,415.0864921193174,1
44344D57JR,33,0,837035,2017-04-11,415.0864921193174,1
58870U01GS,52,1,1022277,2018-05-29,415.0864921193174,1
58203M14GN,58,1,447108,2018-10-03,415.0864921193174,1
21007I46PT,43,1,811134,2018-05-20,415.0864921193174,1
71291I38KL,57,1,941447,2018-03-06,415.0864921193174,1
72046A86KL,35,1,1252211,2018-11-23,415.0864921193174,1
16057F65RU,41,0,851550,2019-03-10,415.0864921193174,1
35809Y80PB,64,1,597441,2018-07-04,415.0864921193174,1
55596O93OM,46,0,1390038,2019-01-29,415.0864921193174,1
94487E68MJ,42,1,1604954,2019-01-25,415.0864921193174,1
50240H97SQ,29,0,675039,2018-11-30,415.0864921193174,1
86775X83LF,36,0,1323476,2018-06-04,415.0864921193174,1
53732F98DR,53,0,664211,2016-09-19,415.0864921193174,1
09162G28LV,65,1,1010576,2019-02-08,415.0864921193174,1
78622I00CE,56,0,311791,2017-07-12,415.0864921193174,1
82980I08UK,53,0,1726881,2018-05-18,415.0864921193174,1
17174V41DW,57,0,1158196,2019-05-04,415.0864921193174,1
12289D49FN,58,0,1991511,2019-06-08,415.0864921193174,1
93434B83IL,57,1,541753,2018-04-01,415.0864921193174,1
40729A88VO,52,0,1544969,2018-05-08,415.0864921193174,1
70348D16MF,26,0,684257,2018-09-03,415.0864921193174,1
67071A73XK,38,0,1134504,2018-08-13,415.0864921193174,1
67079N76FD,43,1,1245243,2018-09-27,415.0864921193174,1
95725L39QM,48,0,1016422,2018-05-14,415.0864921193174,1
05756L47BT,59,1,1372898,2017-04-06,415.0864921193174,1
75241A87MS,56,1,336186,2018-11-09,415.0864921193174,1
21181O26VC,32,1,912852,2018-10-20,415.0864921193174,1
60533M94UG,64,1,661968,2017-07-12,415.0864921193174,1
59802T69NI,42,0,1361607,2018-11-19,415.0864921193174,1
56116P44FZ,55,0,1452019,2018-08-28,415.0864921193174,1
21607T60YT,51,1,1073391,2016-10-13,415.0864921193174,1
22262Z59VY,56,0,1788574,2017-12-03,415.0864921193174,1
64845Z68WC,28,0,575268,2018-12-03,415.0864921193174,1
39879E85CD,50,0,1132636,2019-06-06,415.0864921193174,1
04964Y40ED,52,1,1355417,2018-06-18,415.0864921193174,1
23585S30BQ,36,0,1016996,2019-03-06,415.0864921193174,1
20658O35IW,54,1,1097261,2019-03-24,415.0864921193174,1
23818S66NM,65,1,1768635,2018-07-17,415.0864921193174,1
20304Y55WX,52,1,1663653,2017-02-02,415.0864921193174,1
52695X06FP,31,1,794034,2018-04-12,415.0864921193174,1
90504P47ZI,42,0,1083278,2018-12-11,415.0864921193174,1
50188X21BJ,38,1,858685,2017-10-10,415.0864921193174,1
89374N38QM,55,1,1562311,2019-02-22,415.0864921193174,1
53094E23TV,44,1,1899363,2018-12-09,415.0864921193174,1
18367T23PM,62,0,1995294,2019-04-15,415.0864921193174,0
86828I03TM,42,0,1369008,2017-01-02,415.0864921193174,1
92270O55TE,37,0,1402558,2018-05-02,415.0864921193174,1
12259H17TT,46,1,1784897,2017-11-09,415.0864921193174,1
01977S59IP,31,1,1474209,2019-02-10,415.0864921193174,1
04282A24UF,37,0,1471031,2018-12-25,415.0864921193174,1
31618U63BS,38,0,1451192,2018-08-16,415.0864921193174,1
01965X80EJ,36,0,1563681,2018-04-07,415.0864921193174,1
91791E28KP,62,0,1729509,2018-05-14,415.0864921193174,1
39057V49UH,47,1,1101548,2016-10-20,415.0864921193174,1
12812O50GR,65,1,521224,2019-02-08,415.0864921193174,1
36940Q53HW,54,0,502604,2017-02-14,415.0864921193174,1
63182Y26YC,33,1,706015,2018-12-25,415.0864921193174,1
74579G79QB,38,0,1313702,2018-01-16,415.0864921193174,1
15322K02KR,31,1,1011659,2018-05-24,415.0864921193174,1
62480W00YQ,33,0,1021065,2018-04-29,415.0864921193174,1
59781L54AK,60,0,358670,2017-12-05,415.0864921193174,1
73750A81EL,44,1,970293,2018-11-29,415.0864921193174,1
70255R32PU,57,0,345919,2019-03-13,415.0864921193174,1
79457O82PA,51,0,1858961,2019-03-26,415.0864921193174,1
06693P06WI,44,0,899613,2019-02-21,415.0864921193174,1
41871I39PL,35,1,1479440,2018-01-31,415.0864921193174,1
90875D28YD,50,1,1928497,2018-02-23,415.0864921193174,1
14718T21QH,27,1,1440846,2018-05-14,415.0864921193174,1
34121O64WO,48,0,1195014,2017-05-30,415.0864921193174,1
40730N79DC,65,0,1533308,2017-02-12,415.0864921193174,1
43751D45WQ,46,0,1023755,2018-08-11,415.0864921193174,1
88175F29HO,57,1,1183225,2018-07-29,415.0864921193174,1
16297N25FC,55,0,1970524,2018-03-18,415.0864921193174,1
60322P10RO,34,0,1198616,2018-03-24,415.0864921193174,1
54579F42PN,25,0,886771,2017-01-25,415.0864921193174,1
05294I79GZ,56,0,647214,2018-12-27,415.0864921193174,1
33390D65GA,35,0,1023760,2018-06-26,415.0864921193174,1
43061L64SS,34,0,663176,2016-12-13,415.0864921193174,1
20111N92DW,34,1,843424,2019-06-28,415.0864921193174,1
85709Y01XG,33,1,1383916,2019-03-11,415.0864921193174,1
16841M12EL,65,0,447636,2017-11-25,415.0864921193174,1
31371S85VP,56,0,998385,2018-04-18,415.0864921193174,1
84565U94CH,60,0,1982479,2017-04-29,415.0864921193174,1
64479A24HB,53,1,927904,2018-03-17,415.0864921193174,1
28038B82FK,40,1,1285276,2018-04-11,415.0864921193174,1
15537U60KN,64,0,1510406,2019-01-24,415.0864921193174,1
06945L41KT,54,0,526135,2019-03-23,415.0864921193174,1
90687P97DK,64,0,1229728,2018-04-28,415.0864921193174,1
62262N47OM,45,1,912428,2017-09-19,415.0864921193174,1
30685C54JX,44,1,1198244,2018-03-17,415.0864921193174,1
08879X93QZ,53,1,1968797,2019-04-22,415.0864921193174,1
17956T17QP,64,1,601949,2018-07-08,415.0864921193174,1
48955E90SJ,30,0,740957,2018-06-23,415.0864921193174,1
21158S42FS,61,1,1143167,2019-03-23,415.0864921193174,1
43189S15VO,25,0,823642,2018-11-30,415.0864921193174,1
54976F15MA,38,1,1674926,2018-05-02,415.0864921193174,1
51931U95VC,61,1,1258423,2018-11-23,415.0864921193174,1
75069U20UX,63,1,718517,2018-05-29,415.0864921193174,1
83454T85DH,31,0,1028294,2017-03-03,415.0864921193174,1
80909B92WE,43,1,1618025,2018-08-16,415.0864921193174,1
91972D30HJ,49,0,1106013,2018-10-28,415.0864921193174,1
26122V91MO,37,0,1207471,2019-04-02,415.0864921193174,1
78675V01LC,52,1,765253,2018-06-03,415.0864921193174,1
89638M32YR,29,1,842765,2018-10-11,415.0864921193174,1
94970D32EG,36,1,1499717,2018-11-25,415.0864921193174,1
54091V36MC,33,0,722358,2019-05-10,415.0864921193174,1
46158Q53FO,46,1,1109848,2019-06-04,415.0864921193174,1
83100V92KQ,35,1,1133009,2018-09-20,415.0864921193174,1
34121J65GN,62,0,1827310,2018-05-16,415.0864921193174,1
52684B75FN,28,0,526845,2017-03-04,415.0864921193174,1
48301O88OQ,34,1,731395,2019-03-11,415.0864921193174,1
44789B98ZW,27,0,792299,2018-03-06,415.0864921193174,1
83396U46GU,51,1,910497,2018-11-27,415.0864921193174,1
53120C63ZM,54,0,483920,2018-11-28,415.0864921193174,1
58224J72VN,52,0,878008,2019-03-31,415.0864921193174,1
50592O45EU,28,1,818366,2019-05-23,415.0864921193174,1
00599T11ZO,40,1,980023,2019-03-27,415.0864921193174,1
90893I24FY,34,1,1095600,2018-01-31,415.0864921193174,1
90736M13PY,58,1,1016797,2018-06-14,415.0864921193174,1
31989F21YH,63,1,735839,2017-12-11,415.0864921193174,1
10452O19KO,51,1,1563661,2019-05-10,415.0864921193174,1
00348B44OJ,42,0,1162427,2018-12-13,415.0864921193174,1
53812D36DL,57,1,1084834,2018-06-22,415.0864921193174,1
23998K53CP,47,1,1047332,2019-06-22,415.0864921193174,1
67521H21EU,44,0,1089882,2018-07-25,415.0864921193174,1
56253I38CT,36,1,1570894,2018-08-14,415.0864921193174,1
71240V37QE,46,1,1663613,2016-11-05,415.0864921193174,1
35425V62BF,45,0,1496732,2018-06-20,415.0864921193174,1
06208S67VZ,46,1,943400,2019-06-26,415.0864921193174,1
58219C98WR,37,0,1227063,2018-10-25,415.0864921193174,1
92828R52IK,64,1,1418755,2017-08-25,415.0864921193174,1
21011Z38ZW,53,0,945676,2018-10-23,415.0864921193174,1
21261K12DO,61,1,1417016,2019-02-10,415.0864921193174,1
30995G71FW,44,1,1561224,2018-04-05,415.0864921193174,1
66014M51TW,62,0,636284,2019-05-22,415.0864921193174,1
05208N69AT,34,0,808078,2018-09-16,415.0864921193174,1
39072Y28OO,44,1,1376438,2018-09-23,415.0864921193174,1
45685P68SV,27,1,817023,2018-03-24,415.0864921193174,1
82101Q95TN,46,1,1137170,2018-05-09,415.0864921193174,1
09297N55XW,47,1,1051477,2016-09-19,415.0864921193174,1
91086Z20DK,63,1,1970295,2016-12-27,415.0864921193174,1
02660C26YI,60,0,1938150,2017-11-25,415.0864921193174,1
98640O94DA,55,0,1098200,2019-05-27,415.0864921193174,1
81871F64HG,29,0,758543,2018-05-05,415.0864921193174,1
82612W24HE,32,1,1496038,2018-05-05,415.0864921193174,1
77019K30HY,42,1,1131091,2018-06-03,415.0864921193174,1
84142B97KB,57,1,1891500,2018-01-13,415.0864921193174,1
71545C53TR,57,0,472145,2017-10-16,415.0864921193174,1
05784A69QW,40,0,1560271,2017-08-29,415.0864921193174,1
23889X74JP,44,0,899140,2019-05-28,415.0864921193174,1
72772Y12EL,53,1,451500,2017-01-20,415.0864921193174,1
98961K46AI,35,1,629107,2018-11-29,415.0864921193174,1
58872J31TK,29,0,966202,2018-12-07,415.0864921193174,1
29275H50ZN,63,0,1519852,2018-04-29,415.0864921193174,1
44204X95OM,59,1,951805,2018-05-05,415.0864921193174,1
18524O16IA,62,0,1083281,2018-12-19,415.0864921193174,1
97010O76JL,49,0,1264626,2017-03-02,415.0864921193174,1
52977E41QU,46,0,873120,2018-05-08,415.0864921193174,1
01466K86TM,31,1,1190821,2018-05-15,415.0864921193174,1
85182U39RA,64,1,1172536,2019-02-12,415.0864921193174,1
69871G49FB,33,1,631799,2017-08-25,415.0864921193174,1
02251W89LL,34,1,686366,2018-09-14,415.0864921193174,1
65868X76SK,59,1,868373,2018-05-13,415.0864921193174,1
47014R63IC,29,0,1008172,2017-08-31,415.0864921193174,1
78488T17HM,39,0,1559913,2019-06-13,415.0864921193174,1
95852N42OC,40,0,1221004,2017-10-25,415.0864921193174,1
10017P18JP,58,0,1752373,2018-01-22,415.0864921193174,1
77831Q82LE,41,1,1224129,2018-10-11,415.0864921193174,1
45076R19IN,56,0,878877,2018-05-10,415.0864921193174,1
16363U88GF,65,1,944075,2018-11-27,415.0864921193174,1
28224O92KZ,41,1,1218208,2018-04-26,415.0864921193174,1
33147T15EO,31,0,911605,2018-04-03,415.0864921193174,1
13677P80MT,29,1,1263155,2018-05-16,415.0864921193174,1
06436W92EG,49,0,963884,2017-07-12,415.0864921193174,1
51936G24LO,40,1,1212559,2017-10-10,415.0864921193174,1
85715Q98EI,50,1,1083578,2018-03-08,415.0864921193174,1
12537R36ZQ,60,1,631654,2018-07-13,415.0864921193174,1
58259V78YI,27,0,946906,2016-10-02,415.0864921193174,1
82910B45LK,35,1,1187704,2017-12-15,415.0864921193174,1
12599C33KL,47,0,855544,2019-02-03,415.0864921193174,1
17246Y35MX,46,1,1107374,2018-08-06,415.0864921193174,1
52192D74DX,59,0,1115543,2019-04-18,415.0864921193174,1
14545G47AH,41,0,980535,2017-06-29,415.0864921193174,1
49030G80QM,56,1,1508414,2019-01-27,415.0864921193174,1
47874J15VI,45,0,1238310,2018-12-17,415.0864921193174,1
95636M63ZG,57,1,722837,2018-06-23,415.0864921193174,1
19858E99ZO,56,1,752610,2019-05-27,415.0864921193174,1
34385R17JA,40,0,881131,2018-11-04,415.0864921193174,1
72789H36VA,51,0,789763,2019-04-01,415.0864921193174,1
74703N56WW,29,0,628766,2018-06-11,415.0864921193174,1
